unix,low,high,open,close,volume,date,vol_fiat
1595894400,306.29,327.34,322.41,317.59,208395.56039785,2020-07-28,66184346.02675318
1595808000,311.38,334.34,311.43,322.24,412079.37629514,2020-07-27,132788458.21734592
1595721600,300.21,319.86,305.55,311.35,238205.01599146,2020-07-26,74165131.72894108
1595635200,279.62,310.0,279.66,305.66,245086.41093138,2020-07-25,74913112.36528562
1595548800,268.39,287.8,275.56,279.59,180943.23090308,2020-07-24,50589917.92819213
1595462400,260.1,282.6,264.28,275.68,309092.34216714,2020-07-23,85210576.88863716
1595376000,241.62,269.49,245.64,264.28,152721.59642151,2020-07-22,40361263.50227666
1595289600,235.77,247.18,236.12,245.65,132078.78763576,2020-07-21,32445154.182724446
1595203200,233.85,239.8,239.26,236.1,75335.42836551,2020-07-20,17786694.63709691
1595116800,233.28,240.0,235.69,239.17,47600.88537256,2020-07-19,11384703.754555175
1595030400,232.24,236.97,232.59,235.72,48348.08464248,2020-07-18,11396610.511925384
1594944000,230.87,234.55,233.47,232.63,77645.60947152,2020-07-17,18062698.131359696
1594857600,229.77,239.16,238.35,233.41,143676.50946975,2020-07-16,33535534.075334344
1594771200,236.36,241.44,240.4,238.33,116172.66592129,2020-07-15,27687431.46902105
1594684800,236.66,242.01,239.25,240.43,70522.17530535,2020-07-14,16955646.608665302
1594598400,236.97,245.37,242.81,239.44,123671.07492457,2020-07-13,29611802.17993904
1594512000,236.51,243.9,239.18,242.81,61521.88398572,2020-07-12,14938128.650572672
1594425600,237.43,241.58,241.26,239.17,38867.95249326,2020-07-11,9296048.197812995
1594339200,235.56,242.12,242.0,241.2,71281.88112286,2020-07-10,17193189.72683383
1594252800,237.04,247.67,247.11,242.0,107698.9573371,2020-07-09,26063147.6755782
1594166400,237.91,249.0,239.37,247.14,135216.77486401,2020-07-08,33417473.73989143
1594080000,234.55,243.82,241.71,239.37,84359.1623332,2020-07-07,20193052.687698085
1593993600,227.08,241.99,227.62,241.65,140881.46531449,2020-07-06,34044006.093246505
1593907200,223.5,229.93,229.34,227.67,45635.09435721,2020-07-05,10389741.932306001
1593820800,224.5,231.04,224.98,229.34,50798.99631699,2020-07-04,11650241.815338487
1593734400,224.31,228.26,226.43,225.06,67562.68650168,2020-07-03,15205658.224068101
1593648000,222.78,232.15,231.15,226.48,89324.15323347,2020-07-02,20230134.224316284
1593561600,224.11,232.77,225.5,231.03,91282.48097,2020-07-01,21088991.5784991
1593475200,222.93,228.69,227.81,225.48,57678.36075887,2020-06-30,13005316.783910008
1593388800,220.98,229.98,224.94,227.81,81211.44620718,2020-06-29,18500779.560457673
1593302400,217.35,227.93,220.74,224.76,67155.35599069,2020-06-28,15093837.812467486
1593216000,215.16,231.1,229.45,220.76,131871.65434052,2020-06-27,29111986.412213195
1593129600,227.3,233.25,231.94,229.44,82611.98976703,2020-06-26,18954494.93214736
1593043200,227.05,235.24,234.44,231.97,115681.75713751,2020-06-25,26834697.203188192
1592956800,230.66,249.04,243.08,234.44,145340.38961032,2020-06-24,34073600.94024342
1592870400,240.73,244.8,243.24,243.12,73617.26296542,2020-06-23,17897828.97215291
1592784000,227.2,246.95,227.7,243.23,166917.79861423,2020-06-22,40599416.156939164
1592697600,226.86,231.29,228.8,227.68,44083.75435657,2020-06-21,10036989.19190386
1592611200,225.5,230.67,228.67,228.8,44777.05564533,2020-06-20,10244990.331651505
1592524800,226.43,231.9,231.05,228.66,66279.2578057,2020-06-19,15155415.089851363
1592438400,227.37,234.5,233.69,231.05,64198.37536142,2020-06-18,14833034.627256092
1592352000,227.5,237.0,235.35,233.71,89376.40701295,2020-06-17,20888160.082996547
1592265600,228.78,236.02,230.96,235.34,86465.3143021,2020-06-16,20348747.067856215
1592179200,217.79,234.0,231.34,230.98,240181.57688417,2020-06-15,55477140.62870558
1592092800,229.75,238.59,238.18,231.34,108186.66771876,2020-06-14,25027903.71005794
1592006400,234.11,238.8,237.57,238.17,46315.99128011,2020-06-13,11031079.643183798
1591920000,227.84,239.54,230.14,237.53,133036.84861839,2020-06-12,31600242.652326178
1591833600,225.2,250.26,248.27,230.15,240083.16277683,2020-06-11,55255139.91308743
1591747200,242.13,250.56,244.04,248.16,142311.15342422,2020-06-10,35315935.833754435
1591660800,238.91,249.99,246.55,244.03,111405.53181014,2020-06-09,27186291.927628465
1591574400,240.82,247.97,244.79,246.55,93327.75056481,2020-06-08,23009956.901753906
1591488000,234.48,245.45,241.92,244.81,128372.56725763,2020-06-07,31426888.1903404
1591401600,237.67,244.52,240.04,241.92,60101.61055226,2020-06-06,14539781.624802738
1591315200,238.65,247.9,243.18,240.04,117168.70393642,2020-06-05,28125175.692898255
1591228800,236.17,246.73,244.59,243.18,159033.0192543,2020-06-04,38673649.622260675
1591142400,233.28,245.39,237.7,244.6,112638.13782506,2020-06-03,27551288.512009673
1591056000,225.6,253.6,248.42,237.71,270793.52134846,2020-06-02,64370327.95974243
1590969600,230.59,251.46,231.43,248.41,216373.63959941,2020-06-01,53749375.812889434
1590883200,229.46,245.46,243.85,231.54,162582.98189044,2020-05-31,37644463.626912475
1590796800,218.33,247.36,220.55,243.84,254679.91896954,2020-05-30,62101151.441532634
1590710400,217.52,224.84,220.39,220.62,135620.52543794,2020-05-29,29920600.322118323
1590624000,204.5,220.68,208.41,220.44,146497.83268041,2020-05-28,32293982.236069582
1590537600,200.76,208.48,200.87,208.41,77179.58901738,2020-05-27,16084998.147112165
1590451200,196.65,205.03,204.13,200.91,100703.87164821,2020-05-26,20232414.85284187
1590364800,198.01,205.71,199.63,204.06,81997.29845547,2020-05-25,16732368.722823206
1590278400,199.3,210.67,206.61,199.63,106095.09791687,2020-05-24,21179764.397144757
1590192000,204.56,211.3,207.3,206.66,67466.85940148,2020-05-23,13942701.163909858
1590105600,196.12,209.28,198.61,207.32,129598.18331979,2020-05-22,26868295.36585886
1590019200,191.27,211.52,209.95,198.62,179532.29834323,2020-05-21,35658705.096932344
1589932800,205.1,215.5,214.8,209.96,104103.82197937,2020-05-20,21857638.462788526
1589846400,209.22,215.84,214.86,214.71,98910.17410947,2020-05-19,21237003.483044304
1589760000,206.99,216.99,207.05,214.97,163043.28096713,2020-05-18,35049414.10950394
1589673600,199.1,210.0,200.5,207.05,114512.3105608,2020-05-17,23709773.90161364
1589587200,193.24,203.36,194.66,200.53,89046.63238362,2020-05-16,17856521.19188732
1589500800,191.35,204.3,203.4,194.7,145885.04950668,2020-05-15,28403819.138950594
1589414400,195.7,206.25,199.92,203.4,169935.22065409,2020-05-14,34564823.88104191
1589328000,188.36,201.59,189.93,199.92,145067.37490257,2020-05-13,29001869.590521794
1589241600,185.79,192.89,185.93,190.1,114408.63558372,2020-05-12,21749081.62446517
1589155200,176.43,193.77,187.65,185.93,266403.27205753,2020-05-11,49532360.373656556
1589068800,180.01,210.06,210.06,187.73,479238.22296594,2020-05-10,89967391.59739591
1588982400,208.27,214.79,211.65,210.0,120178.88081369,2020-05-09,25237564.9708749
1588896000,207.2,217.0,212.5,211.59,156564.17053734,2020-05-08,33127412.84399577
1588809600,196.82,215.99,199.1,212.47,259914.56415047,2020-05-07,55224047.44505036
1588723200,198.18,211.21,205.5,199.26,172142.53654051,2020-05-06,34301121.83106202
1588636800,201.33,212.17,207.02,205.43,126463.17604265,2020-05-05,25979330.25444159
1588550400,195.17,210.96,210.24,206.86,209514.67319864,2020-05-04,43340205.29787067
1588464000,205.28,219.48,214.25,210.24,145164.74879656,2020-05-03,30519436.786988772
1588377600,210.57,215.59,212.08,214.25,86048.74335239,2020-05-02,18435943.263249557
1588291200,206.18,217.58,206.22,212.09,153088.48477931,2020-05-01,32468536.736843858
1588204800,202.3,227.5,215.74,206.23,410315.64169167,2020-04-30,84619394.7860731
1588118400,196.64,219.59,196.64,215.66,377357.2932836,2020-04-29,81380873.86954118
1588032000,192.5,197.95,196.88,196.67,105608.41827873,2020-04-28,20770007.622877825
1587945600,189.6,199.41,197.8,196.78,165535.9963748,2020-04-27,32574173.366633143
1587859200,192.54,200.0,194.42,197.83,134905.32156149,2020-04-26,26688319.76450957
1587772800,185.97,198.2,187.92,194.42,147021.91304917,2020-04-25,28584000.33501963
1587686400,184.97,189.91,185.65,187.84,125300.66822971,2020-04-24,23536477.520268727
1587600000,178.44,194.86,183.1,185.66,271745.32794126,2020-04-23,50452237.58557433
1587513600,170.02,184.41,171.05,183.11,178433.47878367,2020-04-22,32672954.300077815
1587427200,168.44,174.93,170.39,171.07,169875.06657111,2020-04-21,29060527.638319783
1587340800,166.4,186.67,180.28,170.5,280053.96893369,2020-04-20,47749201.70319414
1587254400,176.53,189.92,187.85,180.39,194900.14018716,2020-04-19,35158036.28836179
1587168000,170.69,191.22,170.85,187.88,320092.58324239,2020-04-18,60138994.53958023
1587081600,168.5,175.1,172.58,170.89,136537.58680864,2020-04-17,23332908.209728487
1586995200,148.08,175.2,152.76,172.55,376129.26054849,2020-04-16,64901103.90764195
1586908800,152.17,161.5,158.68,152.77,142489.51028959,2020-04-15,21768122.486940663
1586822400,155.56,163.0,156.76,158.65,198839.23382124,2020-04-14,31545844.445739727
1586736000,149.7,159.44,158.82,156.76,233848.97745777,2020-04-13,36658165.70628002
1586649600,155.31,165.45,158.68,158.87,133037.62244785,2020-04-12,21135687.07828993
1586563200,154.2,161.5,158.1,158.55,96587.83228092,2020-04-11,15314000.808139868
1586476800,152.3,170.39,169.71,158.1,258810.1653336,2020-04-10,40917887.13924216
1586390400,165.32,173.55,173.43,169.75,165254.80474587,2020-04-09,28052003.105611432
1586304000,163.49,174.77,164.54,173.36,192588.6023951,2020-04-08,33387160.111214537
1586217600,161.47,176.82,171.56,164.57,533130.95121358,2020-04-07,87737360.64121886
1586131200,142.79,172.19,142.79,171.5,398555.26124929,2020-04-06,68352227.30425324
1586044800,140.81,145.98,144.49,142.79,64777.90082877,2020-04-05,9249636.459340068
1585958400,139.04,146.69,141.48,144.48,85410.10645987,2020-04-04,12340052.181322018
1585872000,138.0,146.81,141.48,141.54,120557.4337924,2020-04-03,17063699.178976294
1585785600,135.5,150.5,136.14,141.53,214501.14100152,2020-04-02,30358346.485945128
1585699200,128.6,137.4,133.08,136.14,99102.5178578,2020-04-01,13491816.781160891
1585612800,130.45,135.35,132.3,133.08,86613.22974083,2020-03-31,11526488.613909656
1585526400,124.05,135.48,124.43,132.32,154018.23932986,2020-03-30,20379693.428127073
1585440000,123.72,132.18,131.36,124.35,93067.42014241,2020-03-29,11572933.694708683
1585353600,125.01,133.8,131.56,131.35,172811.93639922,2020-03-28,22698847.846037544
1585267200,130.0,142.5,139.0,131.56,173786.92012003,2020-03-27,22863407.210991148
1585180800,133.52,140.36,136.35,139.0,168611.79605607,2020-03-26,23437039.65179373
1585094400,132.5,142.79,138.95,136.26,228043.63383605,2020-03-25,31073225.54650017
1585008000,133.04,144.16,137.0,139.0,328276.63196021,2020-03-24,45630451.842469186
1584921600,119.2,138.0,122.31,137.0,392334.34456747,2020-03-23,53749805.205743395
1584835200,120.9,137.38,132.79,122.42,261957.09352208,2020-03-22,32068787.38897303
