unix,low,high,open,close,volume,date
1599523200,325.36,357.01,353.71,337.48,209229.7361,9/8/2020
1599436800,323.17,358.66,352.85,353.71,215514.0893,9/7/2020
1599350400,316.43,360.61,335.25,352.77,266338.8329,9/6/2020
1599264000,310,394.38,389.2,335.25,607878.8782,9/5/2020
1599177600,359,400.5,382.15,388.96,286186.0074,9/4/2020
1599091200,370,451,439.99,382.87,407832.2915,9/3/2020
1599004800,420.58,481.2,475.57,440.02,320308.0544,9/2/2020
1598918400,429.66,488.95,433.88,475.57,333743.6221,9/1/2020
1598832000,418.16,439,428.92,433.89,168619.8054,8/31/2020
1598745600,398.24,429.9,398.57,428.94,170379.4457,8/30/2020
1598659200,392.34,405.82,395.35,398.58,89963.76996,8/29/2020
1598572800,379.67,398.16,383.27,395.47,123755.4194,8/28/2020
1598486400,371.5,397.15,386.12,383.25,121889.9519,8/27/2020
1598400000,377.56,393.5,383.26,386.1,131417.5222,8/26/2020
1598313600,369.36,409.31,407.76,383.33,189576.5422,8/25/2020
1598227200,387.72,411.97,390.78,407.76,153521.946,8/24/2020
1598140800,383.67,400,395.52,390.9,79939.92783,8/23/2020
1598054400,379.53,399.73,388,395.62,145453.0893,8/22/2020
1597968000,385,418.92,415.92,388.05,218376.515,8/21/2020
1597881600,402.3,419.58,407.6,415.92,146536.5102,8/20/2020
1597795200,393.75,426.97,422.31,407.59,212936.969,8/19/2020
1597708800,414.44,434.27,431.5,422.31,148682.3074,8/18/2020
1597622400,420.5,447.5,433.71,431.5,221839.1436,8/17/2020
1597536000,412.51,437,432.67,433.7,198013.6894,8/16/2020
1597449600,428,443.33,438.83,432.55,170960.9008,8/15/2020
1597363200,417.52,445.45,425,438.83,320572.9639,8/14/2020
1597276800,376.46,432.94,387.27,424.94,363868.5283,8/13/2020
1597190400,365.19,389.57,378.92,387.27,193171.5051,8/12/2020
1597104000,364.77,398.3,395.77,378.88,231283.2172,8/11/2020
1597017600,385.44,400.21,390.41,395.78,198449.1804,8/10/2020
1596931200,384.02,401,397.5,390.41,144028.589,8/9/2020
1596844800,376.18,400.06,379.76,397.51,109615.578,8/8/2020
1596758400,362.88,398.57,395.28,379.75,258109.5633,8/7/2020
1596672000,391,404.03,401.21,395.28,147321.2554,8/6/2020
1596585600,383.86,408,389.76,401.21,208377.2177,8/5/2020
1596499200,380.67,403.64,386.27,389.82,250989.9546,8/4/2020
1596412800,366.34,399.69,372.19,386.22,246596.5667,8/3/2020
1596326400,325.75,415,387.4,372.21,573146.5448,8/2/2020
1596240000,343.75,394,346.86,387.4,308505.5,8/1/2020
1596153600,328.35,349.74,335.25,346.86,199448.4798,7/31/2020
1596067200,314.52,342.4,318.15,335.31,175330.8765,7/30/2020
1595980800,312.66,325.85,317.52,318.16,166994.9633,7/29/2020
1595894400,306.29,327.34,322.41,317.59,208395.5604,7/28/2020
1595808000,311.38,334.34,311.43,322.24,412079.3763,7/27/2020
1595721600,300.21,319.86,305.55,311.35,238205.016,7/26/2020
1595635200,279.62,310,279.66,305.66,245086.4109,7/25/2020
1595548800,268.39,287.8,275.56,279.59,180943.2309,7/24/2020
1595462400,260.1,282.6,264.28,275.68,309092.3422,7/23/2020
1595376000,241.62,269.49,245.64,264.28,152721.5964,7/22/2020
1595289600,235.77,247.18,236.12,245.65,132078.7876,7/21/2020
1595203200,233.85,239.8,239.26,236.1,75335.42837,7/20/2020
1595116800,233.28,240,235.69,239.17,47600.88537,7/19/2020
1595030400,232.24,236.97,232.59,235.72,48348.08464,7/18/2020
1594944000,230.87,234.55,233.47,232.63,77645.60947,7/17/2020
1594857600,229.77,239.16,238.35,233.41,143676.5095,7/16/2020
1594771200,236.36,241.44,240.4,238.33,116172.6659,7/15/2020
1594684800,236.66,242.01,239.25,240.43,70522.17531,7/14/2020
1594598400,236.97,245.37,242.81,239.44,123671.0749,7/13/2020
1594512000,236.51,243.9,239.18,242.81,61521.88399,7/12/2020
1594425600,237.43,241.58,241.26,239.17,38867.95249,7/11/2020
1594339200,235.56,242.12,242,241.2,71281.88112,7/10/2020
1594252800,237.04,247.67,247.11,242,107698.9573,7/9/2020
1594166400,237.91,249,239.37,247.14,135216.7749,7/8/2020
1594080000,234.55,243.82,241.71,239.37,84359.16233,7/7/2020
1593993600,227.08,241.99,227.62,241.65,140881.4653,7/6/2020
1593907200,223.5,229.93,229.34,227.67,45635.09436,7/5/2020
1593820800,224.5,231.04,224.98,229.34,50798.99632,7/4/2020
1593734400,224.31,228.26,226.43,225.06,67562.6865,7/3/2020
1593648000,222.78,232.15,231.15,226.48,89324.15323,7/2/2020
1593561600,224.11,232.77,225.5,231.03,91282.48097,7/1/2020
1593475200,222.93,228.69,227.81,225.48,57678.36076,6/30/2020
1593388800,220.98,229.98,224.94,227.81,81211.44621,6/29/2020
1593302400,217.35,227.93,220.74,224.76,67155.35599,6/28/2020
1593216000,215.16,231.1,229.45,220.76,131871.6543,6/27/2020
1593129600,227.3,233.25,231.94,229.44,82611.98977,6/26/2020
1593043200,227.05,235.24,234.44,231.97,115681.7571,6/25/2020
1592956800,230.66,249.04,243.08,234.44,145340.3896,6/24/2020
1592870400,240.73,244.8,243.24,243.12,73617.26297,6/23/2020
1592784000,227.2,246.95,227.7,243.23,166917.7986,6/22/2020
1592697600,226.86,231.29,228.8,227.68,44083.75436,6/21/2020
1592611200,225.5,230.67,228.67,228.8,44777.05565,6/20/2020
1592524800,226.43,231.9,231.05,228.66,66279.25781,6/19/2020
1592438400,227.37,234.5,233.69,231.05,64198.37536,6/18/2020
1592352000,227.5,237,235.35,233.71,89376.40701,6/17/2020
1592265600,228.78,236.02,230.96,235.34,86465.3143,6/16/2020
1592179200,217.79,234,231.34,230.98,240181.5769,6/15/2020
1592092800,229.75,238.59,238.18,231.34,108186.6677,6/14/2020
1592006400,234.11,238.8,237.57,238.17,46315.99128,6/13/2020
1591920000,227.84,239.54,230.14,237.53,133036.8486,6/12/2020
1591833600,225.2,250.26,248.27,230.15,240083.1628,6/11/2020
1591747200,242.13,250.56,244.04,248.16,142311.1534,6/10/2020
1591660800,238.91,249.99,246.55,244.03,111405.5318,6/9/2020
1591574400,240.82,247.97,244.79,246.55,93327.75056,6/8/2020
1591488000,234.48,245.45,241.92,244.81,128372.5673,6/7/2020
1591401600,237.67,244.52,240.04,241.92,60101.61055,6/6/2020
1591315200,238.65,247.9,243.18,240.04,117168.7039,6/5/2020
1591228800,236.17,246.73,244.59,243.18,159033.0193,6/4/2020
1591142400,233.28,245.39,237.7,244.6,112638.1378,6/3/2020
1591056000,225.6,253.6,248.42,237.71,270793.5213,6/2/2020
1590969600,230.59,251.46,231.43,248.41,216373.6396,6/1/2020
1590883200,229.46,245.46,243.85,231.54,162582.9819,5/31/2020
1590796800,218.33,247.36,220.55,243.84,254679.919,5/30/2020
1590710400,217.52,224.84,220.39,220.62,135620.5254,5/29/2020
1590624000,204.5,220.68,208.41,220.44,146497.8327,5/28/2020
1590537600,200.76,208.48,200.87,208.41,77179.58902,5/27/2020
1590451200,196.65,205.03,204.13,200.91,100703.8716,5/26/2020
1590364800,198.01,205.71,199.63,204.06,81997.29846,5/25/2020
1590278400,199.3,210.67,206.61,199.63,106095.0979,5/24/2020
1590192000,204.56,211.3,207.3,206.66,67466.8594,5/23/2020
1590105600,196.12,209.28,198.61,207.32,129598.1833,5/22/2020
1590019200,191.27,211.52,209.95,198.62,179532.2983,5/21/2020
1589932800,205.1,215.5,214.8,209.96,104103.822,5/20/2020
1589846400,209.22,215.84,214.86,214.71,98910.17411,5/19/2020
1589760000,206.99,216.99,207.05,214.97,163043.281,5/18/2020
1589673600,199.1,210,200.5,207.05,114512.3106,5/17/2020
1589587200,193.24,203.36,194.66,200.53,89046.63238,5/16/2020
1589500800,191.35,204.3,203.4,194.7,145885.0495,5/15/2020
1589414400,195.7,206.25,199.92,203.4,169935.2207,5/14/2020
1589328000,188.36,201.59,189.93,199.92,145067.3749,5/13/2020
1589241600,185.79,192.89,185.93,190.1,114408.6356,5/12/2020
1589155200,176.43,193.77,187.65,185.93,266403.2721,5/11/2020
1589068800,180.01,210.06,210.06,187.73,479238.223,5/10/2020
1588982400,208.27,214.79,211.65,210,120178.8808,5/9/2020
1588896000,207.2,217,212.5,211.59,156564.1705,5/8/2020
1588809600,196.82,215.99,199.1,212.47,259914.5642,5/7/2020
1588723200,198.18,211.21,205.5,199.26,172142.5365,5/6/2020
1588636800,201.33,212.17,207.02,205.43,126463.176,5/5/2020
1588550400,195.17,210.96,210.24,206.86,209514.6732,5/4/2020
1588464000,205.28,219.48,214.25,210.24,145164.7488,5/3/2020
1588377600,210.57,215.59,212.08,214.25,86048.74335,5/2/2020
1588291200,206.18,217.58,206.22,212.09,153088.4848,5/1/2020
1588204800,202.3,227.5,215.74,206.23,410315.6417,4/30/2020
1588118400,196.64,219.59,196.64,215.66,377357.2933,4/29/2020
1588032000,192.5,197.95,196.88,196.67,105608.4183,4/28/2020
1587945600,189.6,199.41,197.8,196.78,165535.9964,4/27/2020
1587859200,192.54,200,194.42,197.83,134905.3216,4/26/2020
1587772800,185.97,198.2,187.92,194.42,147021.913,4/25/2020
1587686400,184.97,189.91,185.65,187.84,125300.6682,4/24/2020
1587600000,178.44,194.86,183.1,185.66,271745.3279,4/23/2020
1587513600,170.02,184.41,171.05,183.11,178433.4788,4/22/2020
1587427200,168.44,174.93,170.39,171.07,169875.0666,4/21/2020
1587340800,166.4,186.67,180.28,170.5,280053.9689,4/20/2020
1587254400,176.53,189.92,187.85,180.39,194900.1402,4/19/2020
1587168000,170.69,191.22,170.85,187.88,320092.5832,4/18/2020
1587081600,168.5,175.1,172.58,170.89,136537.5868,4/17/2020
1586995200,148.08,175.2,152.76,172.55,376129.2605,4/16/2020
1586908800,152.17,161.5,158.68,152.77,142489.5103,4/15/2020
1586822400,155.56,163,156.76,158.65,198839.2338,4/14/2020
1586736000,149.7,159.44,158.82,156.76,233848.9775,4/13/2020
1586649600,155.31,165.45,158.68,158.87,133037.6224,4/12/2020
1586563200,154.2,161.5,158.1,158.55,96587.83228,4/11/2020
1586476800,152.3,170.39,169.71,158.1,258810.1653,4/10/2020
1586390400,165.32,173.55,173.43,169.75,165254.8047,4/9/2020
1586304000,163.49,174.77,164.54,173.36,192588.6024,4/8/2020
1586217600,161.47,176.82,171.56,164.57,533130.9512,4/7/2020
1586131200,142.79,172.19,142.79,171.5,398555.2612,4/6/2020
1586044800,140.81,145.98,144.49,142.79,64777.90083,4/5/2020
1585958400,139.04,146.69,141.48,144.48,85410.10646,4/4/2020
1585872000,138,146.81,141.48,141.54,120557.4338,4/3/2020
1585785600,135.5,150.5,136.14,141.53,214501.141,4/2/2020
1585699200,128.6,137.4,133.08,136.14,99102.51786,4/1/2020
1585612800,130.45,135.35,132.3,133.08,86613.22974,3/31/2020
1585526400,124.05,135.48,124.43,132.32,154018.2393,3/30/2020
1585440000,123.72,132.18,131.36,124.35,93067.42014,3/29/2020
1585353600,125.01,133.8,131.56,131.35,172811.9364,3/28/2020
1585267200,130,142.5,139,131.56,173786.9201,3/27/2020
1585180800,133.52,140.36,136.35,139,168611.7961,3/26/2020
1585094400,132.5,142.79,138.95,136.26,228043.6338,3/25/2020
1585008000,133.04,144.16,137,139,328276.632,3/24/2020
1584921600,119.2,138,122.31,137,392334.3446,3/23/2020
1584835200,120.9,137.38,132.79,122.42,261957.0935,3/22/2020
1584748800,125.84,137.64,133.35,132.79,259380.3106,3/21/2020
1584662400,115.51,154,136.65,133.27,626525.452,3/20/2020
1584576000,115.72,144.44,118.59,136.68,486951.2118,3/19/2020
1584489600,110.18,118.88,116.06,118.6,306306.6098,3/18/2020
1584403200,109.66,121.49,111.36,116.09,418552.5566,3/17/2020
1584316800,100.5,123.75,123.33,111.38,891238.5802,3/16/2020
1584230400,119.84,134.1,122.11,123.3,438391.8352,3/15/2020
1584144000,120.71,135.9,135.44,122.17,284672.8593,3/14/2020
1584057600,90,148,110.3,135.51,1322282.98,3/13/2020
1583971200,101.22,195.64,194.62,110.3,1290935.348,3/12/2020
1583884800,181,202.98,200.63,194.61,240340.2065,3/11/2020
1583798400,195.17,206.28,202.76,200.5,184956.9386,3/10/2020
1583712000,189.85,208.65,199.51,202.77,461839.1285,3/9/2020
1583625600,196,237.75,237.75,199.46,293962.3952,3/8/2020
1583539200,236.67,253.01,245.53,237.75,147025.874,3/7/2020
1583452800,227.77,245.84,228.6,245.56,140307.2114,3/6/2020
1583366400,224.49,234.47,224.49,228.64,160025.9152,3/5/2020
1583280000,220.39,228.83,223.72,224.56,106846.7581,3/4/2020
1583193600,220,232.92,232.12,223.75,173987.9055,3/3/2020
1583107200,215.75,234.5,217.34,232.12,189047.5325,3/2/2020
1583020800,211.5,227.99,217.36,217.26,144339.9094,3/1/2020
1582934400,216.83,233.32,227.13,217.31,93401.32179,2/29/2020
1582848000,213.63,234.9,227.6,227.37,258340.9876,2/28/2020
1582761600,209.26,239,223.78,227.63,342714.1797,2/27/2020
1582675200,215.33,250.84,246.28,223.5,404352.6157,2/26/2020
1582588800,244.44,266.24,265.53,246.5,152709.5137,2/25/2020
1582502400,256.06,278.13,275.48,265.31,197775.6683,2/24/2020
1582416000,261.53,276.62,261.94,275.48,104405.1399,2/23/2020
1582329600,256.3,267.04,265.79,262.08,63814.59112,2/22/2020
1582243200,254.1,268.71,257.2,265.8,136892.247,2/21/2020
1582156800,245.25,264.26,258.51,257.4,203271.5156,2/20/2020
1582070400,250,287.13,283.34,258.66,239803.8546,2/19/2020
1581984000,259.24,286.87,268.2,283.31,211662.7071,2/18/2020
1581897600,242.36,269,258.58,268.03,204959.4848,2/17/2020
1581811200,236.37,274,264.83,258.5,248679.1444,2/16/2020
1581724800,261.35,290,285.95,264.92,251243.7922,2/15/2020
1581638400,260.13,287.98,268.37,286.27,191566.7432,2/14/2020
1581552000,253.75,278.01,266.63,268.42,264197.2474,2/13/2020
1581465600,237.95,276.15,237.99,266.49,293996.3496,2/12/2020
1581379200,217.83,239.92,222.86,237.98,174444.8573,2/11/2020
1581292800,216.31,229.6,228.8,222.85,106485.3899,2/10/2020
1581206400,223.16,230.9,223.36,228.8,111211.5509,2/9/2020
1581120000,213.24,228.4,223.22,223.37,137475.6016,2/8/2020
1581033600,212.94,224.78,212.94,223.22,161651.5149,2/7/2020
1580947200,200.54,216.49,204.01,212.95,162316.4367,2/6/2020
1580860800,186.89,207.93,188.25,204,143938.1747,2/5/2020
1580774400,184.29,191.37,189.41,188.24,89059.71463,2/4/2020
1580688000,186.25,195.21,188.22,189.42,89093.19596,2/3/2020
1580601600,178.98,193.52,183.49,188.29,96138.84421,2/2/2020
1580515200,179,184.2,179.72,183.5,65650.16852,2/1/2020
1580428800,175,185.68,184.52,179.74,108639.7766,1/31/2020
1580342400,170,186.89,173.41,184.55,104426.4739,1/30/2020
1580256000,173.13,178.31,175.91,173.45,85409.92407,1/29/2020
1580169600,169.78,176.5,169.78,175.99,102264.1748,1/28/2020
1580083200,164.89,171.7,167.58,169.77,84463.87778,1/27/2020
1579996800,159.09,167.59,160,167.35,44653.73539,1/26/2020
1579910400,157.4,162.41,162.31,160.12,36677.52376,1/25/2020
1579824000,154.48,164.21,162.49,162.3,88510.10067,1/24/2020
1579737600,158.44,167.79,167.73,162.4,69309.04423,1/23/2020
1579651200,165.65,171.05,169.29,167.68,49452.51856,1/22/2020
1579564800,164.28,170,166.66,169.19,61518.49556,1/21/2020
1579478400,161.1,169.3,166.67,166.68,66340.77435,1/20/2020
1579392000,161.7,178,174.05,166.75,113433.6896,1/19/2020
1579305600,164.92,179.32,169.54,174.06,113052.3229,1/18/2020
1579219200,162.01,174.52,164,169.59,134919.6665,1/17/2020
1579132800,158.17,167.28,166.27,163.93,88188.75031,1/16/2020
1579046400,159.13,172.18,165.74,166.29,165292.6861,1/15/2020
1578960000,143.45,170.83,143.5,165.76,258408.6159,1/14/2020
1578873600,142.1,147,146.55,143.51,44072.65864,1/13/2020
1578787200,141.83,146.6,142.51,146.6,35450.66532,1/12/2020
1578700800,142,148,144.89,142.63,52850.50877,1/11/2020
1578614400,135.26,145.81,137.72,144.72,137620.9982,1/10/2020
1578528000,135.12,141.38,140.64,137.71,61184.99934,1/9/2020
1578441600,137.03,148,143.08,140.6,101682.0929,1/8/2020
1578355200,138.79,145.25,144.2,143.08,96525.42254,1/7/2020
1578268800,134.78,144.51,135.31,144.19,91523.60993,1/6/2020
1578182400,134.14,138.97,134.14,135.31,45353.69311,1/5/2020
1578096000,132.5,135.75,134.17,134.14,31254.84712,1/4/2020
1578009600,125.52,134.93,126.81,134.17,88651.89285,1/3/2020
1577923200,125.83,130.18,130.14,126.81,49211.56902,1/2/2020
1577836800,128.12,132.68,128.54,130.19,57512.49501,1/1/2020
1577750400,127.6,133.19,131.08,128.54,85044.39189,12/31/2019
1577664000,129.79,135.97,134.31,131.1,58811.72785,12/30/2019
1577577600,127.22,137.85,127.95,134.3,64885.83351,12/29/2019
1577491200,125.8,129.6,126.23,127.91,47036.68792,12/28/2019
1577404800,122.15,126.7,125.49,126.23,39780.97303,12/27/2019
1577318400,124.06,132.06,125,125.49,51891.1092,12/26/2019
1577232000,123.16,127.77,127.67,125,45117.58085,12/25/2019
1577145600,126.5,129.5,127.75,127.71,34976.25423,12/24/2019
1577059200,126.16,135.24,132.4,127.78,62248.12242,12/23/2019
1576972800,126.89,133.22,127.16,132.4,40439.95941,12/22/2019
1576886400,126.63,128.45,128.36,127.09,25941.74024,12/21/2019
1576800000,125.71,129.32,128.18,128.37,44379.22092,12/20/2019
1576713600,125.68,134.11,132.89,128.18,93934.20289,12/19/2019
1576627200,116.25,134.81,121.84,132.89,203446.5198,12/18/2019
1576540800,119.5,132.66,132.36,121.83,190028.1282,12/17/2019
1576454400,129.03,142.53,142.38,132.36,112774.9197,12/16/2019
1576368000,139.8,143.99,141.72,142.38,38771.46693,12/15/2019
1576281600,141.11,145.03,144.7,141.73,35634.32109,12/14/2019
1576195200,142.76,145.13,144.7,144.7,40038.07083,12/13/2019
1576108800,139.1,146.12,143.29,144.69,71296.16683,12/12/2019
1576022400,142.01,146.29,145.54,143.29,32984.0629,12/11/2019
1575936000,143.81,148.22,147.28,145.55,42296.17159,12/10/2019
1575849600,146.69,151.47,150.7,147.3,46803.50835,12/9/2019
1575763200,146.36,152,147.41,150.71,34863.39672,12/8/2019
1575676800,147.2,149.88,148.82,147.43,22433.78976,12/7/2019
1575590400,145.75,149.85,148.2,148.82,45179.42473,12/6/2019
1575504000,143.8,148.95,145.5,148.18,48788.47832,12/5/2019
1575417600,143.17,153,147.33,145.5,100067.829,12/4/2019
1575331200,145.67,150,148.83,147.33,39186.5144,12/3/2019
