unix,low,high,open,close,volume,date
1551657600,44.4,48,47.48,45.64,181787.5998,3/4/2019
1551571200,46.78,48.73,48.26,47.49,93524.7012,3/3/2019
1551484800,46.41,49.11,46.81,48.25,122081.0406,3/2/2019
1551398400,45.26,48.7,45.43,46.81,211111.5707,3/1/2019
1551312000,44.38,46.65,44.94,45.44,197200.5047,2/28/2019
1551225600,42.4,45.31,44.64,44.96,204553.8783,2/27/2019
1551139200,44.05,45.7,45.37,44.66,128690.1442,2/26/2019
1551052800,43.2,46.89,43.57,45.37,269628.5804,2/25/2019
1550966400,42.5,53.49,51.19,43.57,577755.2596,2/24/2019
1550880000,48.02,51.73,49.07,51.19,244480.2924,2/23/2019
1550793600,47.83,49.47,48.47,49.07,164043.944,2/22/2019
1550707200,47.52,51.27,51.05,48.46,234935.8766,2/21/2019
1550620800,46.24,51.91,46.92,51.08,366447.3693,2/20/2019
1550534400,46.49,48.8,47.34,46.91,281079.4231,2/19/2019
1550448000,43.12,48.72,43.44,47.34,522009.9723,2/18/2019
1550361600,42.06,44.44,43.15,43.45,190497.5993,2/17/2019
1550275200,41.92,43.91,42.08,43.15,144989.7906,2/16/2019
1550188800,40.81,44.2,40.94,42.08,191649.4499,2/15/2019
1550102400,39.6,41.99,41.21,40.93,137448.2357,2/14/2019
1550016000,40.24,44.5,43.42,41.21,215077.4912,2/13/2019
1549929600,41.4,44.06,42.38,43.35,188035.753,2/12/2019
1549843200,41.11,46.55,46.53,42.37,314108.2805,2/11/2019
1549756800,41.72,47,44.21,46.51,335347.4822,2/10/2019
1549670400,41.75,46.01,42.55,44.2,386221.3743,2/9/2019
1549584000,32.52,44.48,32.85,42.56,832038.6041,2/8/2019
1549497600,32.41,33.19,32.48,32.85,74760.7823,2/7/2019
1549411200,31.95,34.1,33.95,32.47,166097.8722,2/6/2019
1549324800,33.26,34.15,33.65,33.95,92003.9819,2/5/2019
1549238400,32.87,34.15,32.88,33.64,116895.8457,2/4/2019
1549152000,32.47,34.58,34.18,32.87,186816.5815,2/3/2019
1549065600,32.19,34.66,32.34,34.18,153214.2893,2/2/2019
1548979200,30.57,33.21,31.25,32.37,190732.7763,2/1/2019
1548892800,30.82,32.22,31.53,31.24,98659.78518,1/31/2019
1548806400,30.42,31.75,30.69,31.53,112873.9994,1/30/2019
1548720000,29.86,31.21,30.97,30.69,89350.18128,1/29/2019
1548633600,29.81,32.27,32.02,30.96,198306.9079,1/28/2019
1548547200,31.06,32.9,32.63,32.02,101485.4038,1/27/2019
1548460800,32.51,34,32.73,32.64,146096.8154,1/26/2019
1548374400,31.84,32.95,32.47,32.73,147988.8983,1/25/2019
1548288000,31.08,33.13,31.6,32.47,139317.912,1/24/2019
1548201600,31.31,32.2,31.47,31.6,99821.38182,1/23/2019
1548115200,29.41,32.01,30.83,31.48,179720.9926,1/22/2019
1548028800,30.38,31.37,30.61,30.82,87793.6756,1/21/2019
1547942400,30.2,33.08,32.22,30.61,162111.4966,1/20/2019
1547856000,30.95,33.15,30.95,32.22,115529.854,1/19/2019
1547769600,30.55,31.7,31.62,30.96,81934.51029,1/18/2019
1547683200,29.98,31.73,31.43,31.62,164225.6943,1/17/2019
1547596800,30.69,32.15,30.99,31.4,103454.77,1/16/2019
1547510400,30.11,32.48,32.08,30.99,181171.8176,1/15/2019
1547424000,29.8,32.96,29.91,32.07,186937.9725,1/14/2019
1547337600,29.51,32.88,32.04,29.92,254441.2891,1/13/2019
1547251200,31.5,32.61,31.78,32.04,112850.5421,1/12/2019
1547164800,30.43,33.71,33.27,31.79,254559.7716,1/11/2019
1547078400,31.91,39.25,38.58,33.27,468509.0087,1/10/2019
1546992000,38.31,40.03,39.13,38.58,168060.729,1/9/2019
1546905600,37.52,41.27,37.66,39.13,370547.4361,1/8/2019
1546819200,37.21,39.48,38.88,37.71,239703.6497,1/7/2019
1546732800,34.06,40.12,34.48,38.88,459249.4638,1/6/2019
1546646400,32.01,36.11,32.02,34.48,352630.8784,1/5/2019
1546560000,31.01,32.64,31.6,32.02,140520.8728,1/4/2019
1546473600,31,33.1,32.93,31.6,116386.06,1/3/2019
1546387200,31.33,33.64,31.68,32.94,149356.6933,1/2/2019
1546300800,29.11,31.96,29.78,31.68,163841.1818,1/1/2019
1585180800,38.54,40.66,39.29,40.59,195149.944,3/26/2020
1585094400,38.24,41.21,40.71,39.25,246537.2698,3/25/2020
1585008000,38.39,41.05,39.11,40.7,269331.9396,3/24/2020
1584921600,34.51,40.14,35.44,39.12,401153.3383,3/23/2020
1584835200,34.85,39.71,38.39,35.45,331013.4869,3/22/2020
1584748800,36.29,39.86,38.07,38.39,280210.6642,3/21/2020
1584662400,34.13,43.97,39.08,38.09,683270.8154,3/20/2020
1584576000,34.08,40.97,34.86,39.08,596063.5401,3/19/2020
1584489600,32.37,34.95,34.18,34.85,355432.9384,3/18/2020
1584403200,32.58,36.05,33.37,34.17,468722.4902,3/17/2020
1584316800,29.17,36.28,36.23,33.33,805533.6412,3/16/2020
1584230400,33.95,39,34.41,36.24,372347.372,3/15/2020
1584144000,33.81,38.25,38.01,34.43,389165.9778,3/14/2020
1584057600,25,41.31,29.99,38.01,1759677.994,3/13/2020
1583971200,28.29,48.79,48.54,30.09,1295443.474,3/12/2020
1583884800,45.44,50.72,50.22,48.54,190363.772,3/11/2020
1583798400,48.84,51.5,50.49,50.14,217031.8498,3/10/2020
1583712000,46.61,52.51,51.11,50.53,404484.4692,3/9/2020
1583625600,50.5,60.55,60.54,51.15,338369.6486,3/8/2020
1583539200,59.98,63.98,63.36,60.57,123692.2955,3/7/2020
1583452800,61.28,63.9,62.02,63.37,132823.7487,3/6/2020
1583366400,60.36,63.38,60.39,62.01,155971.3889,3/5/2020
1583280000,58.81,61.8,61.01,60.36,122573.9184,3/4/2020
1583193600,59.29,62.44,61.47,61,158871.6045,3/3/2020
1583107200,57.24,62.38,57.64,61.47,189786.5842,3/2/2020
1583020800,56.05,60.27,58.07,57.63,161664.6375,3/1/2020
1582934400,57.91,61.78,59.98,58.04,139340.1665,2/29/2020
1582848000,56.35,63.4,61.77,59.99,255604.4013,2/28/2020
1582761600,57.1,65.87,60.53,61.76,329838.191,2/27/2020
1582675200,57.52,72.16,70.92,60.42,484846.8958,2/26/2020
1582588800,69.3,76.12,75.55,70.96,191265.899,2/25/2020
1582502400,71.8,80.04,79.79,75.55,236081.1142,2/24/2020
1582416000,74.7,80.75,74.87,79.8,196301.3237,2/23/2020
1582329600,72.45,76.83,73.42,74.88,145729.686,2/22/2020
1582243200,68.7,75.31,69.49,73.41,180149.6617,2/21/2020
1582156800,66,72.4,70.6,69.55,241394.2843,2/20/2020
1582070400,67.78,79.75,77.36,70.67,292531.0932,2/19/2020
1581984000,70.22,79.17,73.43,77.4,197957.8734,2/18/2020
1581897600,68.58,75.47,74.65,73.43,210622.1798,2/17/2020
1581811200,67.28,80.8,76.76,74.7,345742.8931,2/16/2020
1581724800,74.84,83.72,83.34,76.74,269228.6958,2/15/2020
1581638400,78.6,83.96,80.59,83.31,189594.3531,2/14/2020
1581552000,77.25,84.5,81.37,80.55,318910.8796,2/13/2020
1581465600,76.62,82.9,76.81,81.37,299230.9733,2/12/2020
1581379200,72.46,77.55,74,76.81,197534.8353,2/11/2020
1581292800,72.5,77.5,77.09,73.98,170789.9643,2/10/2020
1581206400,75,78.45,76.66,77.05,174507.0498,2/9/2020
1581120000,71.53,77.92,74.28,76.67,227062.1956,2/8/2020
1581033600,72.76,75.43,73.45,74.25,178898.9202,2/7/2020
1580947200,70.92,75,72.59,73.45,220326.4618,2/6/2020
1580860800,67.43,73.46,67.83,72.56,217673.0479,2/5/2020
1580774400,66.51,70.46,69.59,67.84,152382.594,2/4/2020
1580688000,68.2,72.91,69.83,69.55,212427.3744,2/3/2020
1580601600,67.64,73.33,70.69,69.82,242634.3585,2/2/2020
1580515200,67.53,72.9,67.96,70.69,277993.803,2/1/2020
1580428800,65.22,69.8,67.84,67.96,262115.1961,1/31/2020
1580342400,58.1,70.12,59.66,67.82,409353.5862,1/30/2020
1580256000,59.32,62.4,60.62,59.62,215676.3016,1/29/2020
1580169600,57.17,61.44,58.47,60.62,218236.1995,1/28/2020
1580083200,55.79,59.53,56.09,58.44,154329.9827,1/27/2020
1579996800,52.75,56.53,52.76,56.08,82281.26637,1/26/2020
1579910400,52.2,54.33,54.33,52.79,74542.3655,1/25/2020
1579824000,50.63,55.34,54.45,54.33,156161.6701,1/24/2020
1579737600,52.1,58.2,58.11,54.42,178115.2557,1/23/2020
1579651200,57.03,59.13,57.49,58.1,70210.33062,1/22/2020
1579564800,55.76,57.98,57.12,57.49,86003.4815,1/21/2020
1579478400,55.71,58.19,57.54,57.1,96636.89921,1/20/2020
1579392000,55.33,62.5,59.24,57.57,178580.063,1/19/2020
1579305600,57.92,62.4,60.87,59.28,150822.2571,1/18/2020
